"Id","PID","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of biobank","Contact","Juridical person","Networks","Also known in","Collections","Capabilities provided","Quality","Collaboration commercial","Collaboration non for profit","National node","Withdrawn"
"bbmri-eric:ID:IT_1388827429929901","21.12110/1.7FCD-3F1D-6871","ARC-Net","ARC-Net","The ARC-Net biobank has been operational since 2009 and is part of the ARC-NET centre for applied research on cancer at the University of Verona, focusing on the identification of new markers/targets for cancer and accelerate clinical introduction of new information using technological platforms within an integrated network.

The biobank collects surgical and bioptic cancer tissue treated using different methods. Fresh tissue is also used to create a bank of cell cultures, 3D organoids and xeno-transplanted mouse models. The bank also conserves blood samples and processed derivatives, collected at different time points. Urine and Saliva are also conserved in the biobank.

Samples are molecularly characterized and validated with tissue microarrays. All samples are digitally imaged as a whole and as part of the extraction process. These data and images are associated with the clinical and pathological data in the biobank databank.","https://arcnetit.wordpress.com/","Verona","Italy",,,"ritateresa.lawlor@univr.it","ritateresa.lawlor@univr.it","Università degli Studi di Verona","BBMRI.it Network,BioBanca Istituzionale",,"Pancreatic Ductal Adenocarcinoma,Head and Neck,Prostate,Neuroendocrine tumours of the pancreas","Biological material storage,Cell culture,Data analytics,Data Storage,Digital imaging,Immunohistochemistry staining,Immunohistochemistry scoring,Nucleic acid extraction,Tissue micro array creation,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Animal Testing Facility,Access to the full pathology archive",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1391522619390209","21.12110/1.252A-530C-F2F2","BioBanca Istituzionale Bari","BBI Bari","The BioBank FBF main goal is to provide human biological samples for studies aimed to 1) investigate genetic causes; 2) identify molecular marker; 3) to carry out molecular biology studies to highlight the pathogenetic mechanism in neurodegenerative and psychiatric disorders. Collected samples are DNA, plasma, serum, cerebrospinal fluid and primary fibroblasts cultures. The biological material was collected from more than 12000 patients affected by the major neuropsychiatric disorders (e.g. Alzheimer's disease, Frontotemporal dementia, major depression, bipolar disorder, schizophrenia, borderline personality disorder) and more than 1500 control subjects (with no psychiatric/cognitive disorders).","https://www.sanita.puglia.it/web/irccs/biobanca",,"Italy",,,"a.zito@oncologico.bari.it","biobanca@oncologico.bari.it","IRCCS Istituto Tumori ""Giovanni Paolo II"" Bari","BBMRI.it Network,COVID_19",,"Breast Cancer Serum with Mammographic Characteristics,Breast Cancer with synchronous multiple samples,HEAVY SMOKERS AND HEALTHY CONTROLS SERUM,Breast Cancer pathological and non affected tissues with 5 to 10 years follow up from 3000 patients,Gasto Intestinal Cancer Pathological and non affected tissues from 2000 to 2013 with 5 to 10 years follow up from 1600 patients,Gynecological Cancer Pathological and non affected tissues from 2000 to 2013 with 5 to 10 years follow up from 567 patients,Gastro Intestinal Cancer with synchronous multiple samples,Gynecological Cancer with synchronous multiple samples,SARS COVID-19 Swab positive,Patients with COVID-19 Symptoms RT-PCR negative,COVID-19 Healthy with Test,BIOBANK OF THE HUMAN INTESTINAL, SALIVARY, VAGINAL AND URINARY MICROBIOTA","Biological material storage,Cell culture,Data analytics,Data Storage,Nucleic acid extraction,BSL-2 laboratories available,Ability to set up clinical trials,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Access to the full pathology archive","null","true","true","Italy","false"
"bbmri-eric:ID:IT_1407499906472780","21.12110/1.305D-ED79-D962","Biobanca LTTA Laboratorio per le Tecnologie delle Terapie Avanzate","BB-LTTA","LTTA Biobank is part of the Laboratory for Advanced Therapy Technologies of the Tecnopole of the University of Ferrara. Biobank activities mainly consist of purifying, characterizing and cryopreserving cellular populations, tissues and biological fluids (serums, plasmas, etc.) of donors, for preclinical research studies predominantly in the oncological field. LTTA Biobank has a collection of samples donated by over 400 patients with B-CLL with different clinical history. Leukemic patient’s cells, subject to the approval of the Ethics Committee and informed consent of patients, are isolated from the blood, characterized from a phenotypic and functional point of view and cryopreserved under conditions that maintain their viability. LTTA Biobank also deals with biological samples of patients suffering from other pathologies for the search for biomarkers that can be used in the preventive phase as markers of prognosis and to identify new therapeutic targets.","https://ltta.tecnopoloferrara.it/biobanca.php","Ferrara","Italy","44.8362456","11.6343819","rebecca.voltan@unife.it","rebecca.voltan@unife.it","Università di Ferrara","BBMRI.it Network",,"Biobanca LTTA_Leucemia Linfatica Cronica","Biological material storage,Cell culture,Data analytics,Data Storage",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1463060660514422","21.12110/1.A316-CB99-69BE","Biobanca SDN","BB-SDN","La Biobanca SDN (BB-SDN), unità di servizio dell’IRCCS SDN, custodisce campioni biologici dal 2012 per le attività di ricerca di SDN. Nel 2015 la BB-SDN è stata riconosciuta dal comitato etico locale ed è poi entrata a far parte di BBMRI in Ottobre 2016. Lo scopo della biobanca è di favorire lo sviluppo di progetti di ricerca traslazionali con particolare riferimento a quelli sull’integrazione tra le tecnologie di diagnostica per immagine e quelle dedicate allo studio dei campioni biologici in vitro. La maggior parte dei campioni (sangue, urine, feci, etc.) sono recuperati da pazienti, affetti da patologie oncologiche, neurologiche e cardio-metaboliche, sottoposti ad analisi strumentali effettuate con tecnologie di imaging avanzato come PET/CT e PET/MR. Tutte le attività sono svolte in accordo alla certificazione ISO 9001 e applicando i criteri di qualità/sicurezza per il paziente previsti dall’accreditamento Joint Commission International.","http://www.sdn-napoli.it/irccs-sdn/biobanca-sdn/","Napoli","Italy","40.8591745","14.2876773","pmirabelli@sdn-napoli.it","pmirabelli@sdn-napoli.it","IRCCS SDN","BBMRI.it Network",,"Biological samples from oncological, cardiological and neurological patients,COVID-19,COVID19 Vaccinated Prospective Collection","Biological material storage,Digital imaging,Cell culture,Ability to set up prospective collections,Ability to set up clinical trials",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1504858990324590","21.12110/1.274A-CB72-40E7","Biobanca IRE","BBIRE","Born in 2014 (BBIRE), the Biobank of the IRCCS Regina Elena National Cancer Institute includes tissue and biological fluids of cancer patients. The collections store and distribute frozen tissues, FFPE tissues, blood derivatives, cells and cell lines, biological fluids, nucleic acids and related data.","https://www.ifo.it","Roma","Italy","41.802814","12.4481955",,"laura.conti@ifo.gov.it","Istituto Nazionale Tumori Regina Elena","BBMRI.it Network",,"Collezione COVID-19,Biobanca Tessuti e Liquidi Biologici IRE,Thoracic Tumors,Female genital tumor,Malignant melanoma of skin,Neoplasm of unspecified behavior of bladder","Biological material storage,Data analytics,Cell culture,Digital imaging,Immunohistochemistry scoring,Immunohistochemistry staining,Nucleic acid extraction,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Ability to set up clinical trials",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1539178454884969","21.12110/1.1F40-656C-0BB3","IGEA Biobank","IGEA Biobank","CCI is an Intensive Neurorehabilitation Hospital providing an ideal setting for promoting translational research in cerebrovascular and neurodegenerative diseases in order to facilitate the rapid transfer of research knowledge to the clinical environment. IGEA Biobank acquires and stores biological samples, biomolecular and genetic information, and clinical data of subjects with different disorders, such as cerebrovascular and neurodegenerative diseases. MCI and Alzheimer’s disease are collected in the context of memory clinic. CCI is recognized as Rare Diseases Center thus allowing the collection of samples from Amyotrophic Lateral Sclerosis, Primary Lateral Sclerosis, and Chronic Inflammatory Demielinating Polyneuropathy. The sample collection is active because the Hospital is involved in translational research programs on neurodegenerative diseases, including biomarker discovery, genetic studies and new therapeutic approachies. IGEA Biobank protocol is approved by local EC.","http://www.ccppdezza.it/en/research-area/biobank/","Milano","Italy",,,"e.judica@casadicuraigea.it","igeabiobank@casadicuraigea.it","Casa di Cura Igea (CCI)","BBMRI.it Network",,"Hereditary Colorectal Cancers,Healthy Control Collection,Ischemic Stroke,Alzheimer Disease Collection,Mild Cognitive Impairment Collection,Parkinson Disease Collection,Parkinsonism Collection,Amyotrophic Lateral Sclerosis Collection,Primary Lateral Sclerosis Collection,Multiple Sclerosis Collection,Myotonic Dystrophy Collection,Peripheral Neuropathy Collection,Hemorrhagic Stroke","Biological material storage,Ability to set up clinical trials,Ability to set up prospective collections,Data Storage",,"true","true","Italy","false"
"bbmri-eric:ID:IT_1539241927435687","21.12110/1.A8FB-72A4-CE0E","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","CRB-IGB","The CRB-IGB was created with the aim of coordinating the biobanking activities developed in the context of research projects involving the collections of biological samples present or in construction at the IGB. The CRB-IGB meets the high standards of quality and expertise required by the international community of scientists and industries for the provison of biological information  and materials. The CRB-IGB actually is composed of collections of samples of patients with rare genetic diseases, some unique in the world, and collections of samples of individuals belonging to populations with characteristics of genetic isolates.","http://www.igb.cnr.it/centro-di-risorse-biologiche","Napoli","Italy",,,"matildevaleria.ursini@igb.cnr.it","matildevaleria.ursini@igb.cnr.it","Dipartimento di Scienze Biomediche del CNR","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"IGB Collection,Late Onset Pompe Disease,Biobanca Cilento,Paget’s disease of bone),Incontinentia Pigmenti Genetic Biobank","Biological material storage,Access to the full pathology archive",,"true","false","Italy","false"
"bbmri-eric:ID:IT_1547222650173780","21.12110/1.3AFE-8DD9-33CF","Biobanca Di Ricerca OPBG","BB-OPBG","OPBG Research Biobank stores biological samples and associated data of children’s patients, collected since 1985. It is regulated by specific criteria for the evaluation of the requests for conservation and use of biological material and related data, taking into consideration the quality of the research projects motivating the requests. These criteria do not exclude third parties, in the aim of promoting international collaborations with associations, networks, research organizations and private subjects involved in translational and personalized medicine activities. A Management Committee evaluates the requests, availing of the advisory opinion of the OPBG clinical experts and researchers, and OPBG Ethics Committee authorizes the biobank activities, to guarantee the protection of the rights of patients and researchers. In 2017, DNV-GL certified OPBG Research Biobank’s quality system compliant to the ISO 9001:2015.",,"Roma","Italy","41.8571148","12.475157","tiziana.franchin@opbg.net","tiziana.franchin@opbg.net","IRCCS Ospedale Pediatrico Bambino Gesù","BBMRI.it Network,COVID_19",,"Rare and Ultra Rare Diseases,Microbiome,COVID-19 collection,Neurodegenerative and Neuromuscular Diseases,Haematology and Oncology,Bone Physiology and Pathophysiology,Kidney diseases,Rheumatology,Cardiology and Aritmology,HEREDITARY METABOLIC DISEASES,Neonatology,Cystic Fibrosis","Biological material storage,Cell culture,Data Storage,Data analytics,Digital imaging,Immunohistochemistry scoring,Ability to recontact,Nucleic acid extraction,Immunohistochemistry staining,BSL-2 laboratories available,Ability to set up clinical trials,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Access to the full pathology archive","null","true","true","Italy","false"
"bbmri-eric:ID:IT_1557158178220168","21.12110/1.AC82-FB8C-A630","Biobanca del centro di Riferimento Regionale per la Sclerosi Multipla (CRESM)","BB-CRESM","The Biobank of the Regional Referral Multiple Sclerosis Center (BB-CRESM, AOU San Luigi Gonzaga, Orbassano, Turin) is an institutional structured biobank focused on research on Multiple Sclerosis (MS) and other neurological and autoimmune diseases. 
The availability of biological samples collected and stored following strict quality standards represents a crucial tool in the field of biomedical and translational research, in order to better understand disease pathogenesis, to identify biomarkers of diagnosis, prognosis and treatment response. 
The BB-CRESM works to collect, process, store and distribute human biological samples along with associated demographic, clinical and biological data from MS patients and healthy subjects, ensuring quality of selection, collection and bio-banking, shared at an international level among the European BBMRI infrastructure. 
The specimens collected in the BB-CRESM include cerebrospinal fluid, serum, plasma, PBMCs, RNA and DNA from whole blood.","https://www.nico.ottolenghi.unito.it/Ricerca/Gruppi-di-ricerca/Neurobiologia-clinica","Orbassano","Italy","45.0294529","7.5571538","biobanca.cresm@sanluigi.piemonte.it","biobanca.cresm@sanluigi.piemonte.it","Azienda Ospedaliero Universitaria San Luigi Gonzaga di Orbassano","BBMRI.it Network",,"Biobanca del CRESM","Nucleic acid extraction,Biological material storage,Ability to recontact,Cell culture,Data analytics,Data Storage,Ability to set up prospective collections,Ability to set up clinical trials",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590093451396856","21.12110/1.4169-4AB6-E679","Biobanca di Ricerca per la Medicina Personalizzata","Biobanca-FPG","The Biobank-FPG is a facility within the GSTeP Technology Park of the ""A. Gemelli"" University Polyclinic Foundation IRCCS. The Biobank-FPG ensures the application of recognized quality standards at every level of the operational flow (ISO 9001:2015 Certification) and operates in full respect of the rights of all involved subjects. It is aimed at collecting, processing, preserving, and distributing human biological samples and related data for research purposes, from patients or citizens who have given their consent to biobanking.
Considering the multisectoral nature of the clinical and experimental research program that characterizes the Foundation, the Biobank-FPG is configured as a multispecialist research Biobank, whose purpose is to support scientific research activities oriented towards personalized medicine.","https://www.policlinicogemelli.it/scienze-innovazione-ricerca/biobanca/","Roma","Italy",,,"biobanca@policlinicogemelli.it","biobanca@policlinicogemelli.it","Fondazione Policlinico Universitario ""Agostino Gemelli"" IRCCS","BBMRI.it Network,COVID_19",,"Collection COVID-19,Senologia Oncologica,Ginecologia Oncologica","Biological material storage,Data Storage,Nucleic acid extraction,Data analytics,BSL-2 laboratories available,BSL-3 laboratories available,Antibody Development,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Access to the full pathology archive",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590149134681599","21.12110/1.7FA5-81DA-8584","COVID-19 BIOGEM","BIOGEM-SARS-COV-2","Biogem’s biobank includes more than 8000 frozen swabs collected in the last month (May 2020).
SARS-CoV-2 infection has been diagnosed in approximately 5% of patients.  Both clinical and pathological data are accessible for most of the individuals. Purified RNA (frozen) is also available.","https://www.biogem.it/covid.html","ariano irpino","Italy",,,,"covid19@biogem.it","BIOGEM scarl","BBMRI.it Network",,"BIOGEM-SARS-CoV2","Nucleic acid extraction,BSL-2 laboratories available,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Animal Testing Facility,Antibody Development",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590354344812714","21.12110/1.B1EC-03DB-BE65","Isenet Biobanking srl","ISENET","ISENET Biobanking is a Biobank Service Provider, offering a wide range of integrated biobanking services from cryopreservation of biological samples to lab processing including quality control services in a state of the art facility. Isenet Biobanking contributes to the deelopment of better science by providing to the scientific community, public and private institutions, highly secured biobanking solutions. Isenet biobanking services include: Molecular and Cell biology processes and Cytogenetics","http://www.isenetbiobanking.com","Milano","Italy",,,"it-isenetbiobanking@airliquide.com","pasquale.deblasio@airliquide.com","Helene Carlus","BBMRI.it Network",,"SesTo SAN Giovanni during the COVID-19 epidemic","Biological material storage,Cell culture,Digital imaging,Nucleic acid extraction,Immunohistochemistry staining,Immunohistochemistry scoring,Tissue micro array creation,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Ability to set up clinical trials,Access to the full pathology archive",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590402399690607","21.12110/1.3970-A05E-CFBA","Banca Biologica per l'Invecchiamento","BioGer","institutional biobank for Research on Ageing. 
BioGer is an institutional biobank aimed at supporting bio-medical research through the collection, conservation and distribution of human biological material and related data that are useful to improve diagnostic and therapeutic tools on age-related pathologies with substantial benefits for patients.
Biological samples are identified and traced through an ID code and they are stored along with the informed consent for conservation and distribution. BioGer operates following European and national rules for patients’ data treatment and security. 
Through the application of advanced technologies in omics and biomarkers, BioGer makes it possible to identify new molecular mechanisms and tools useful for prevention, care and diagnosis of complex pathologies affecting fragile old population.",,"Castelferretti","Italy","43.6071522","13.5389642","g.distefano@inrca.it","g.distefano@inrca.it","IRCCS INRCA","BBMRI.it Network,COVID_19",,"ReportAge - COVID 19","Biological material storage,Data analytics,Data Storage,Ability to recontact,BSL-2 laboratories available,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Animal Testing Facility,Ability to set up clinical trials,Proteomics studies including protein engineering and protein interactions,Access to the full pathology archive",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590564317582177","21.12110/1.B42C-CAE0-EE47","COVID-19 Policlinico Tor Vergata","GEFACOVID2.0","The GEFACOVID2.0 biobank will provide access to quality-controlled biological samples and associated data in an ethically and legally compliant manner. In this context, data associated with samples or generated by their analysis will gain new relevance as an important resource, making data management a central biobanking activity. About this point, an important data management element in biobanking is the operation of catalogs enabling users to find the right samples and data; for this reason, meta-data will be managed through the same software, in order to make them readily available to every partner. An added value of this biobank is that the providers of bio-specimens and the users of biological materials will be the same actors.",,"Roma","Italy","41.861589","12.6275715",,"novelli@med.uniroma2.it","Policlinico Tor Vergata","BBMRI.it Network",,"PTV COVID-19 BIOBANK","Biological material storage,Cell culture,Data analytics,Data Storage,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Screening tools for searching virus proteases inhibitors,Ability to set up clinical trials,Antibody Development",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590564892796666","21.12110/1.C197-864D-6776","BCU Imaging Biobank","BCU-IB","The imaging biobank of Bio Check Up Srl (BCU Imaging Biobank) is a collection-based repository that collects and stores diagnostic images and related anamnestic data with the aim of supporting scientific research. BCU Imaging Biobank guarantees the application of high technological and security standards, and the respect of ethical principles and legal regulations. Furthermore, in order to protect the identity and data of the participants, the Biobank makes use of pseudonymisation algorithms, controlled access and a firewall.The images and stored data are made available to researchers exclusively for selected research projects, which will be analyzed and discussed from time to time before being accepted.","https://bcuib.biocheckup.net/","Napoli","Italy","40.8358049","14.2289871","gesposito@biocheckup.net","biobanca@biocheckup.net","Bio Check Up Srl","BBMRI.it Network",,"BCU_Joints,COVID19 - Campania 2020 - LDCT,MolimOncoBrainLab_OncoBreast,MolimOncoBrainLab_NeuroAlzheimerDisease,MolimOncoBrainLab_NeuroParkinsonDisease,COVID19_PU,Colorectal_Carcinoma,BCU_Cardiovascular,MolimOncoBrainLab_OncoColon,BCU_Abdomen,BCU_Head_and_Neck,BCU_Total_Body,BCU_Spine,BCU_Chest,BCU_Brain","Data analytics,Data Storage,Digital imaging,Ability to set up prospective collections",,"true","true","Italy","false"
"bbmri-eric:ID:IT_1590672328377759","21.12110/1.4685-253C-9ABB","Biobanca Cardiovascolare BioCor","BioCor","At Policlinico San Donato, a Clinical-Research-University Hospital accredited as a Scientific Institute for Research, Hospitalization and Health Care (IRCCS),  it has been created a Cardiological Research Biobank named BioCor that is responsible for processing and handling biological samples, as well as the clinical information associated. 
An appropriate workspace of 80 mq has been dedicated to biobanking and divided in two rooms: a room dedicated to biospecimen acquisition, anonymization, labeling and pre-analytical processing and a room dedicated to biospecimen storage. 
Coordinated and trained staff members are dedicated: a Director, a Biobank Manager, a Quality Control Manager, Laboratory Technicians for samples collection, manipulation and storage, Research Nurses for patient data and informed consent collection. IT system manage databases to store all clinical and biological information associated with their samples and privacy protection and anonymization component",,"San Donato Milanese","Italy","44.2070556","12.0750986","rosanna.cardani@grupposandonato.it","rosanna.cardani@grupposandonato.it","IRCCS POLICLINICO SAN DONATO","BBMRI.it Network",,"COVID-19 Biocor","Biological material storage,Data Storage,Nucleic acid extraction,Digital imaging,BSL-2 laboratories available,Ability to set up prospective collections,Ability to set up clinical trials,Laboratories doing PCR-based diagnosis,Member COVID-19 Network",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590747237803484","21.12110/1.8E9E-D186-7BEC","COVID-19 PTP","C19PTP","PTP Science Park is the spin-off of the Fondazione Parco Tecnologico Padano. The mission of PTP Science Park is the promotion of scientific research and technology transfer in life sciences and bio economy sectors. It is located in Lodi, one of the area most affected from the COVID-19 pandemic. Its molecular laboratory (Smel) belong to the COVID-19 laboratories network of Lombardia region and performed around 17.000 analysis from the beginning of April to the end of May for Sars-Cov2 detection.","https://www.ptp.it/it/homepage","Lodi","Italy","45.3034857","9.4787231",,"vittorio.lucchini@ptp.it","PTP Science Park Scarl","BBMRI.it Network",,"BIOBANK COVID-19 PTP_LODI","Biological material storage,Nucleic acid extraction,Member COVID-19 Network,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Virus Sequencing Facility,BSL-2 laboratories available",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1590747895356557","21.12110/1.7D5B-4EC4-EBBF","COVID-19 ASST Bergamo","ASST-PG23","The Hospital “Papa Giovanni XXIII” of Bergamo is a highly specialized, modern public hospital, the largest one in the Lombardy region. The Hospital Papa Giovanni XXIII actively collaborates with many prominent Italian and foreign research and clinical Institutions, and currently hosts 11 “Top Italian Scientists”. The hospital is continuously involved in several clinical and basic research studies (about 500 every year), that has led so far to a scientific production resulting in the publication of about 1.300 manuscripts in prestigious international scientific journals.",,"Bergamo","Italy",,,"afalanga@asst-pg23.it","afalanga@asst-pg23.it","Maria Beatrice Stasi","BBMRI.it Network",,"Nephrology Biobank (GenNefro),SIMT HPG23 BIOBANK","Ability to set up prospective collections",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1591609863909539","21.12110/1.B83A-FE48-A2FB","COVID-19 Don Gnocchi","FdG","The initial COVID sample collection includes 30 biological samples collected in the last month from individuals hospitalized in IRCCS Santa Maria Nascente FdG . The collection is ongoing and is associated to clinical and demographic  database and to informed written consent approved by the Ethics Committee of Don Gnocchi Foundation",,"Milano","Italy",,,"msaresella@dongnocchi.it","msaresella@dongnocchi.it","Fondazione don C Gnocchi IRCCS Milano","BBMRI.it Network",,"IRCCS Fondazione don Gnocchi","BSL-2 laboratories available,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1592055116108315","21.12110/1.1EB9-0A32-2689","COVID-19 IRCSS San Matteo","VirMol-Covid-19","Since 20th February 2020, at least 40.000 patients were tested at Fondazione IRCCS Policlinico San Matteo for the presence of SARS-CoV-2. 
6.000 individual resulted positive for SARS-CoV-2. At least 1.400 were COVID-19-positive patients hospitalized at Fondazione IRCCS Policlinico San Matteo, 250 of whom were in ICU. The is study collecting new samples and enrolling new patients",,"Pavia","Italy",,,,"a.piralla@smatteo.pv.it","UOC Microbiologia e Virologia Fondazione IRCCS Policlinico San Matteo Pavia","BBMRI.it Network",,"COVID-19 IRCCS San Matteo","BSL-3 laboratories available,Member COVID-19 Network,Laboratories doing PCR-based diagnosis",,"false","false","Italy","false"
"bbmri-eric:ID:IT_1604913322414751","21.12110/1.9DA0-D8C3-8084","UNITA' OPERATIVA COMPLESSA BIOBANCHE – BIOBANCA BMS","BMS","The Unità Operativa Biobanche  has been present in the Azienda Ospedaliero Universitaria Pisana (AOUP) since 2016, born with the aim of centralizing, maintaining and improving the biobanking activities internal to AOUP
The structure is part of regional (OTT - Tuscany Transplant Organization) and national (CNT - National Transplant Center) networks, is accredited by the National Transplant Center and ISO9001-2015 certified.
The BMS Multispecialistic biobank has been  formally established through the resolution of a Organizational Document (DOA) approved on March 2020 ( AOUP-DelDG n°272 03/27/2020).
The BMS biobank integrates the mission of the Departmental Biobanks Section, including both a care component (Institute of Tissues and Regional Biological Archive) and a research component, acting as an integrated transversal platform of service for the structures present within the AOUP and for other institutions with scientific and assistance purposes",,"Pisa","Italy","43.7097081","10.4379063",,"s.lapi@ao-pisa.toscana.it","AZIENDA OSPEDALIERO UNIVERSITARIA PISANA","BBMRI.it Network",,"NASOPHARYNGEAL CANCER,NEURODEGENERATIVE DISEASES","Biological material storage","null","false","false","Italy","false"
"bbmri-eric:ID:IT_1605519998080235","21.12110/1.5D81-4556-89BE","TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","TROPICA_Negrar","Tropica Biobank is a repository of clinical samples collected from infectious and tropical diseases patients. It also includes bacterial
and parasite clinical strains, nucleic acid and protein fractions. Samples are associated to clinical data, collected at the Department
of Infectious, Tropical Diseases and Microbiology (DITM) of the IRCCS Sacro-Cuore Don-Calabria Hospital. Tropica biobank
originates from a serum samples collection, started in the 80’, and currently counts more than 150’000 samples from different
biological matrices (blood, feaces, urines, biopsy etc.). Tropica biobank is a fundamental resource in supporting epidemiological,
clinical and translational research studies for the DITM and for collaborating centers.","https://www.sacrocuore.it/irccs/malattie-tropicali-laboratorio-malattie-tropicali-e-microbiologia/donazione-del-campione-per-la-ricerca/","Negrar di Valpolicella","Italy",,,,"chiara.piubelli@sacrocuore.it","IRCCS Ospedale Sacro Cuore Don Calabria","BBMRI.it Network",,"Covid-19 - IRCCS Ospedale Sacro Cuore Don Calabria,COVID Vaccine - IRCCS Ospedale Sacro Cuore Don Calabria,Endometriosis and infection","Biological material storage,Cell culture,Data analytics,Data Storage,Nucleic acid extraction,Ability to recontact,BSL-2 laboratories available,Laboratories doing PCR-based diagnosis,Ability to set up prospective collections,Member COVID-19 Network,Ability to set up clinical trials",,"true","true","Italy","false"
"bbmri-eric:ID:IT_160862990617292","21.12110/1.F87F-46AD-8870","CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB)","ALESSANDRIA BIOBANK","Since 1989, the Malignant Mesothelioma (MM) Biological Bank of the NHS Corporate Hospital SS. Antonio e Biagio of Alessandria has collected and preserved biological samples of patients suffering from Malignant Mesothelioma of the pleura. 
This peculiarity is due to the high incidence of MM in the Piedmont area of Alessandria-Casale Monferrato, mainly due to the presence until the 80s of the Eternit factory that produced manufactured goods in asbestos cement in the area of Casale Monferrato.","https://www.ospedale.al.it/it/struttura-sanitaria/centro-raccolta-materiale-biologico-alessandria-biobank","Alessandria","Italy","44.9153893","8.6203714","rlibener@ospedale.al.it","rlibener@ospedale.al.it","AO SS ANTONIO E BIAGIO E C. ARRIGO","BBMRI.it Network",,"BANCA BIOLOGICA MESOTELIOMA MALIGNO,carcinoma mammella","Biological material storage,Cell culture,Data Storage,Ability to set up prospective collections",,"false","true","Italy","false"
"bbmri-eric:ID:IT_1610556003408133","21.12110/1.E12A-0940-EAE9","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BioRiRE","In order to support the local, national and international research, we established an hospital-based Biobank, which stores samples from oncological patients at the AUSL di Reggio Emilia – IRCCS. We store surgical tissues and blood derivatives for specific research projects.","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44.683034","10.631011","simonetta.piana@ausl.re.it","eleonora.zanetti@ausl.re.it","Azienda Unità Sanitaria Locale di Reggio Emilia - IRCCS","BBMRI.it Network",,"FF-breast,Banca tessuti in paraffina,FF-other,BNEO fresh frozen,FR-LN,FR-breast,FR-ovary,FR-lung,FR-skin,FR-head_neck,FF-lung,FF-digestive","Biological material storage,Ability to set up prospective collections,Access to the full pathology archive,Data analytics,Data Storage,Digital imaging,Immunohistochemistry scoring,Immunohistochemistry staining,Laboratories doing PCR-based diagnosis,Nucleic acid extraction",,"false","true","Italy","false"
"bbmri-eric:ID:IT_161193869607896","21.12110/1.7009-76F5-9645","ISENET BIOBANKING","ISENET BBKG","ISENET Biobanking is a biobanking service provider offering cryopreservation and cellular and molecular biology services to third parties, in partnership with public and private research organizations operating in the field of biotechnology and health.
Our services include:
- Cryopreservation of biological samples and biopharmaceutical products aimed at biomedical, translational and pharmaceutical research;
- Creation of biosample collections for population and disease modelling, from the collection-kit setup to the storage and final distribution to the research community;
- Optimization of cryopreservation protocols;
- Quality control and characterization of cell lines;
- Specialized stem cell services (including iPSC) dedicated to generation, quality control, storage and distribution;
- Processing of biological materials;
- Other consulting services (training, audit, SOPs drafting, etc.).
We operated under ISO 9001-2015 certification and follow c-GMP guidelines.","https://www.isenetbiobanking.com","Milano","Italy",,,"it-isenetbiobanking@airliquide.com","it-isenetbiobanking@airliquide.com","ISENET BIOBANKING","BBMRI.it Network",,"ISENET BIOBANKING S.r.L.","Biological material storage,Cell culture,Data analytics,Nucleic acid extraction",,"true","true","Italy","false"
